date,city, pm25, pm10, o3, no2, so2, co
2023/7/13,boston, 61, , 53, 9, , 3
2023/7/14,boston, 59, , 37, 9, , 2
2023/7/15,boston, 31, , 31, 3, , 2
2023/7/16,boston, 38, , 22, 2, , 2
2023/7/17,boston, 29, , 47, 9, , 4
2023/7/18,boston, 81, , 36, 8, , 3
2023/7/19,boston, 56, , 37, 9, , 3
2023/7/20,boston, 65, , 27, 6, , 2
2023/7/21,boston, 37, , 41, 12, , 4
2023/7/22,boston, 50, , 36, 9, , 4
2023/7/23,boston, 31, , 28, 8, , 4
2023/7/24,boston, 36, , 45, 8, , 3
2023/7/25,boston, 47, , 38, 9, , 4
2023/7/26,boston, 42, , 45, 9, , 4
2023/7/27,boston, 65, , 41, 7, , 3
2023/7/28,boston, 50, , 43, 7, , 3
2023/7/29,boston, 43, , 36, 7, , 4
2023/7/30,boston, 41, , 23, 5, , 3
2023/7/31,boston, 19, , 26, 8, , 3
2023/8/1,boston, 23, , 24, 7, , 2
2023/8/2,boston, 18, , 28, 8, , 2
2023/8/3,boston, 16, , 37, 8, , 2
2023/8/4,boston, 19, , 37, 6, , 2
2023/8/5,boston, 33, , 39, 12, , 4
2023/8/6,boston, 57, , 29, 6, , 3
2023/8/7,boston, 47, , 30, 9, , 4
2023/8/8,boston, 58, , 33, 7, , 3
2023/8/9,boston, 32, , 25, 5, , 3
2023/8/10,boston, 36, , 38, 10, , 3
2023/8/11,boston, 54, , 29, 7, , 3
2023/8/12,boston, 32, , 41, 8, , 4
2023/8/13,boston, 33, , 38, 3, , 2
2023/8/14,boston, 30, , 28, 8, , 3
2023/8/15,boston, 17, , 23, 11, , 2
2023/8/16,boston, 25, , 25, 6, , 2
2023/8/17,boston, 18, , 22, 6, , 2
2023/8/18,boston, 13, , 29, 9, , 3
2023/8/19,boston, 17, , 21, 4, , 4
2023/8/20,boston, 34, , 31, 4, , 3
2023/8/21,boston, 58, , 35, 11, , 4
2023/8/22,boston, 62, , 24, 5, , 3
2023/8/23,boston, 34, , 29, 6, , 2
2023/8/24,boston, 20, , 35, 8, , 3
2023/8/25,boston, 23, , 24, 5, , 2
2023/8/26,boston, 18, , 24, 10, , 4
2023/8/27,boston, 32, , 15, 5, , 2
2023/8/28,boston, 27, , 18, 4, , 2
2023/8/29,boston, 24, , 17, 7, , 2
2023/8/30,boston, 19, , 25, 11, , 3
2023/8/31,boston, 18, , 24, 6, , 2
2023/9/1,boston, 17, , 23, 7, , 3
2023/9/2,boston, 16, , 37, 5, , 3
2023/9/3,boston, 24, , 37, 8, , 4
2023/9/4,boston, 33, , 30, 18, , 5
2023/9/5,boston, 57, , 29, 12, , 5
2023/9/6,boston, 63, , 33, 11, , 4
2023/9/7,boston, 79, , 40, 10, , 4
2023/9/8,boston, 59, , 36, 10, , 4
2023/9/9,boston, 56, , 32, 7, , 4
2023/9/10,boston, 49, , 12, 9, , 3
2023/9/11,boston, 38, , 14, 8, , 2
2023/9/12,boston, 23, , 20, 10, , 3
2023/9/13,boston, 17, , 31, 9, , 4
2023/9/14,boston, 29, , 26, 9, , 3
2023/9/15,boston, 21, , 18, 5, , 2
2023/9/16,boston, 16, , 21, 3, , 2
2023/9/17,boston, 21, , 27, 4, , 3
2023/9/18,boston, 26, , 21, 12, , 2
2023/9/19,boston, 25, , 24, 5, , 3
2023/9/20,boston, 15, , 24, 8, , 3
2023/9/21,boston, 21, , 22, 12, , 4
2023/9/22,boston, 25, , 20, 7, , 4
2023/9/23,boston, 26, , 22, 7, , 1
2023/9/24,boston, 17, , 25, 7, , 1
2023/9/25,boston, 25, , 24, 14, , 2
2023/9/26,boston, 42, , 18, 17, , 4
2023/9/27,boston, 43, , 18, 13, , 3
2023/9/28,boston, 28, , 21, 10, , 4
2023/9/29,boston, 36, , 17, 16, , 4
2023/9/30,boston, 56, , 19, 8, , 3
2023/10/1,boston, 67, , 15, 12, , 6
2023/4/2,boston, 52, , 37, 6, , 2
2023/4/3,boston, 16, 12, 39, 16, , 3
2023/4/4,boston, 24, 20, 35, 18, , 3
2023/4/5,boston, 41, 24, 31, 7, , 1
2023/4/6,boston, 37, 21, 35, 15, , 3
2023/4/7,boston, 44, 10, 37, 10, , 2
2023/4/8,boston, 19, 10, 37, 10, , 2
2023/4/9,boston, 22, 10, 36, 8, , 2
2023/4/10,boston, 23, 17, 39, 16, , 2
2023/4/11,boston, 29, 21, 43, 15, , 3
2023/4/12,boston, 34, 22, 40, 13, , 2
2023/4/13,boston, 32, 25, 52, 18, , 4
2023/4/14,boston, 43, 41, 51, 17, , 3
2023/4/15,boston, 61, 23, 36, 7, , 2
2023/4/16,boston, 52, 10, 22, 6, , 1
2023/4/17,boston, 31, 18, 18, 12, , 2
2023/4/18,boston, 33, 10, 31, 11, , 2
2023/4/19,boston, 25, 6, 27, 9, , 1
2023/4/20,boston, 12, 14, 34, 10, , 2
2023/4/21,boston, 20, 24, 26, 9, , 1
2023/4/22,boston, 29, 27, 29, 3, , 1
2023/4/23,boston, 35, 17, 30, 3, , 1
2023/4/24,boston, 35, 13, 29, 10, , 2
2023/4/25,boston, 26, 15, 32, 9, , 1
2023/4/26,boston, 33, 17, 36, 5, , 1
2023/4/27,boston, 26, 16, 33, 13, , 2
2023/4/28,boston, 43, 19, 35, 12, , 3
2023/4/29,boston, 45, 18, 33, 3, , 1
2023/4/30,boston, 37, 11, 35, 6, , 1
2023/5/1,boston, 27, 13, 37, 8, , 2
2023/5/2,boston, 25, 13, 29, 12, , 3
2023/5/3,boston, 27, 14, 32, 12, , 2
2023/5/4,boston, 26, 9, 28, 10, , 2
2023/5/5,boston, 17, 11, 25, 9, , 2
2023/5/6,boston, 17, 8, 33, 9, , 3
2023/5/7,boston, 19, 8, 34, 5, , 2
2023/5/8,boston, 19, 11, 40, 6, , 2
2023/5/9,boston, 24, 20, 30, 9, , 2
2023/5/10,boston, 23, 16, 38, 13, , 2
2023/5/11,boston, 28, 23, 36, 13, , 3
2023/5/12,boston, 50, 19, 45, 17, , 4
2023/5/13,boston, 41, 17, 40, 8, , 2
2023/5/14,boston, 38, 14, 32, 3, , 1
2023/5/15,boston, 24, 16, 36, 11, , 2
2023/5/16,boston, 22, 28, 48, 10, , 2
2023/5/17,boston, 34, 19, 34, 8, , 1
2023/5/18,boston, 25, 12, 34, 11, , 2
2023/5/19,boston, 17, 17, 36, 9, , 2
2023/5/20,boston, 26, 12, 26, 5, , 2
2023/5/21,boston, 39, 15, 33, 4, , 2
2023/5/22,boston, 44, 20, 27, 5, , 1
2023/5/23,boston, 40, 18, 25, 8, , 2
2023/5/24,boston, 30, 14, 37, 12, , 3
2023/5/25,boston, 26, 9, 25, 6, , 1
2023/5/26,boston, 17, 14, 32, 9, , 2
2023/5/27,boston, 22, 14, 40, 7, , 3
2023/5/28,boston, 29, 14, 45, 5, , 2
2023/5/29,boston, 33, 17, 37, 4, , 2
2023/5/30,boston, 30, 21, 22, 5, , 2
2023/5/31,boston, 29, 24, 37, 7, , 2
2023/6/1,boston, 43, 29, 53, 9, , 3
2023/6/2,boston, 63, 30, 55, 15, , 3
2023/6/3,boston, 60, 16, 16, 2, , 1
2023/6/4,boston, 36, 4, 16, 2, , 1
2023/6/5,boston, 10, 6, 16, 8, , 2
2023/6/6,boston, 13, 33, 32, 8, , 3
2023/6/7,boston, 81, 21, 25, 8, , 3
2023/6/8,boston, 60, 21, 22, 9, , 3
2023/6/9,boston, 65, 18, 18, 11, , 4
2023/6/10,boston, 48, 15, 20, 10, , 3
2023/6/11,boston, 52, 17, 43, 7, , 3
2023/6/12,boston, 47, 36, 48, 10, , 2
2023/6/13,boston, 91, 24, 32, 8, , 2
2023/6/14,boston, 60, 18, 38, 9, , 3
2023/6/15,boston, 48, , 38, 11, , 3
2023/6/16,boston, 40, , 41, 10, , 3
2023/6/17,boston, 57, , 38, 7, , 3
2023/6/18,boston, 45, , 24, 3, , 2
2023/6/19,boston, 17, , 19, 5, , 2
2023/6/20,boston, 16, , 20, 6, , 2
2023/6/21,boston, 16, , 21, 4, , 2
2023/6/22,boston, 16, , 20, 4, , 1
2023/6/23,boston, 19, , 23, 9, , 2
2023/6/24,boston, 27, , 28, 3, , 2
2023/6/25,boston, 19, , 33, 3, , 3
2023/6/26,boston, 29, , 31, 7, , 3
2023/6/27,boston, 35, , 42, 8, , 2
2023/6/28,boston, 37, , 37, 8, , 2
2023/6/29,boston, 35, , 37, 8, , 6
2023/6/30,boston, 51, , 36, 13, , 8
2023/7/1,boston, 62, , 46, 10, , 6
2023/1/3,boston, 38, 17, 2, 23, , 6
2023/1/4,boston, 53, 16, 8, 17, , 4
2023/1/5,boston, 49, 6, 17, 9, , 3
2023/1/6,boston, 16, 9, 15, 17, , 3
2023/1/7,boston, 35, 12, 20, 11, , 3
2023/1/8,boston, 31, 11, 23, 12, , 3
2023/1/9,boston, 24, 16, 16, 17, , 3
2023/1/10,boston, 43, 12, 25, 14, , 3
2023/1/11,boston, 28, 12, 16, 16, , 3
2023/1/12,boston, 31, 13, 24, 19, , 4
2023/1/13,boston, 37, 10, 33, 9, , 2
2023/1/14,boston, 26, 7, 19, 10, , 2
2023/1/15,boston, 25, 9, 29, 4, , 2
2023/1/16,boston, 12, 5, 25, 14, , 2
2023/1/17,boston, 25, 14, 26, 18, , 3
2023/1/18,boston, 33, 10, 15, 12, , 3
2023/1/19,boston, 27, 11, 21, 16, , 3
2023/1/20,boston, 28, 7, 24, 16, , 2
2023/1/21,boston, 24, 10, 26, 13, , 3
2023/1/22,boston, 27, 14, 25, 8, , 2
2023/1/23,boston, 33, 6, 20, 11, , 2
2023/1/24,boston, 27, 8, 21, 13, , 3
2023/1/25,boston, 32, 15, 23, 17, , 3
2023/1/26,boston, 35, 7, 28, 9, , 2
2023/1/27,boston, 17, 11, 24, 15, , 3
2023/1/28,boston, 22, 15, 27, 15, , 3
2023/1/29,boston, 38, 16, 31, 17, , 5
2023/1/30,boston, 38, 17, 19, 19, , 4
2023/1/31,boston, 44, 10, 26, 14, , 3
2023/2/1,boston, 30, 10, 26, 14, , 3
2023/2/2,boston, 22, 16, 30, 17, , 3
2023/2/3,boston, 39, 19, 28, 9, , 2
2023/2/4,boston, 28, 12, 25, 8, , 3
2023/2/5,boston, 23, 17, 30, 13, , 3
2023/2/6,boston, 32, 21, 26, 19, , 4
2023/2/7,boston, 48, 18, 27, 8, , 2
2023/2/8,boston, 29, 18, 25, 15, , 3
2023/2/9,boston, 48, 18, 27, 24, , 4
2023/2/10,boston, 46, 14, 28, 14, , 4
2023/2/11,boston, 36, 8, 29, 11, , 3
2023/2/12,boston, 17, 12, 28, 17, , 3
2023/2/13,boston, 33, 22, 28, 16, , 3
2023/2/14,boston, 38, 14, 28, 19, , 4
2023/2/15,boston, 35, 17, 36, 18, , 4
2023/2/16,boston, 36, 26, 30, 21, , 4
2023/2/17,boston, 40, 18, 28, 14, , 3
2023/2/18,boston, 40, 10, 31, 10, , 3
2023/2/19,boston, 20, 14, 31, 13, , 3
2023/2/20,boston, 39, 15, 33, 12, , 2
2023/2/21,boston, 35, 13, 27, 10, , 2
2023/2/22,boston, 27, 11, 25, 14, , 3
2023/2/23,boston, 28, 9, 27, 15, , 3
2023/2/24,boston, 29, 10, 30, 13, , 2
2023/2/25,boston, 35, 11, 28, 13, , 2
2023/2/26,boston, 27, 17, 22, 18, , 4
2023/2/27,boston, 66, 34, 32, 11, , 2
2023/2/28,boston, 44, 16, 29, 10, , 2
2023/3/1,boston, 27, 17, 29, 14, , 2
2023/3/2,boston, 29, 12, 25, 13, , 3
2023/3/3,boston, 29, 10, 30, 11, , 2
2023/3/4,boston, 20, 8, 34, 5, , 2
2023/3/5,boston, 17, 9, 29, 12, , 3
2023/3/6,boston, 23, 11, 33, 12, , 2
2023/3/7,boston, 16, 9, 32, 10, , 2
2023/3/8,boston, 17, 9, 28, 5, , 2
2023/3/9,boston, 16, 11, 29, 5, , 2
2023/3/10,boston, 19, 16, 31, 16, , 2
2023/3/11,boston, 30, 12, 29, 7, , 2
2023/3/12,boston, 26, 12, 33, 9, , 2
2023/3/13,boston, 24, 20, 27, 14, , 2
2023/3/14,boston, 36, , 32, 7, , 1
2023/3/15,boston, 34, , 33, 8, , 2
2023/3/16,boston, 17, , 34, 14, , 3
2023/3/17,boston, 23, , 40, 18, , 3
2023/3/18,boston, 48, , 35, 11, , 4
2023/3/19,boston, 41, , 35, 6, , 2
2023/3/20,boston, 18, , 37, 10, , 2
2023/3/21,boston, 26, , 39, 20, , 4
2023/3/22,boston, 48, , 36, 13, , 3
2023/3/23,boston, 46, , 36, 14, , 3
2023/3/24,boston, 43, , 31, 11, , 2
2023/3/25,boston, 26, , 30, 7, , 2
2023/3/26,boston, 27, , 39, 6, , 2
2023/3/27,boston, 26, , 37, 18, , 3
2023/3/28,boston, 27, , 30, 16, , 2
2023/3/29,boston, 28, , 35, 16, , 3
2023/3/30,boston, 33, , 32, 10, , 2
2023/3/31,boston, 20, , 35, 14, , 3
2023/4/1,boston, 28, , 34, 16, , 4
2022/10/2,boston, 28, , 21, 6, , 6
2022/10/3,boston, 21, , 21, 8, , 3
2022/10/4,boston, 19, , 20, 5, 1, 1
2022/10/5,boston, 23, , 19, 6, 1, 1
2022/10/6,boston, 17, , 22, 12, 1, 2
2022/10/7,boston, 26, , 35, 12, 1, 3
2022/10/8,boston, 31, , 21, 5, , 2
2022/10/9,boston, 15, , 30, 7, , 2
2022/10/10,boston, 24, , 27, 16, , 4
2022/10/11,boston, 37, , 27, 16, 1, 5
2022/10/12,boston, 37, , 43, 13, , 4
2022/10/13,boston, 43, , 36, 9, , 2
2022/10/14,boston, 32, , 27, 9, , 2
2022/10/15,boston, 17, , 32, 12, 1, 3
2022/10/16,boston, 32, , 33, 13, , 3
2022/10/17,boston, 52, , 25, 17, , 3
2022/10/18,boston, 49, , 29, 14, , 3
2022/10/19,boston, 37, , 20, 10, , 5
2022/10/20,boston, 23, , 24, 12, , 5
2022/10/21,boston, 23, , 30, 16, , 3
2022/10/22,boston, 32, , 37, 15, , 4
2022/10/23,boston, 41, , 29, 20, , 5
2022/10/24,boston, 47, , 23, 14, , 2
2022/10/25,boston, 28, , 8, 15, , 2
2022/10/26,boston, 24, , 7, 15, , 2
2022/10/27,boston, 20, , 24, 8, , 2
2022/10/28,boston, 23, , 16, 13, , 2
2022/10/29,boston, 18, , 24, 16, , 5
2022/10/30,boston, 32, , 22, 18, , 6
2022/10/31,boston, 39, , 27, 14, , 3
2022/11/1,boston, 28, , 15, 12, , 4
2022/11/2,boston, 33, , 27, 20, , 5
2022/11/3,boston, 42, , 23, 18, , 6
2022/11/4,boston, 41, , 30, 9, , 3
2022/11/5,boston, 27, , 28, 6, , 2
2022/11/6,boston, 25, , 29, 2, , 1
2022/11/7,boston, 28, , 32, 7, , 2
2022/11/8,boston, 22, , 26, 10, , 1
2022/11/9,boston, 18, , 22, 13, , 2
2022/11/10,boston, 20, , 30, 10, , 2
2022/11/11,boston, 26, , 27, 6, , 2
2022/11/12,boston, 23, , 25, 3, , 2
2022/11/13,boston, 22, , 15, 7, , 2
2022/11/14,boston, 30, , 24, 11, , 2
2022/11/15,boston, 11, , 22, 18, , 3
2022/11/16,boston, 21, , 22, 10, , 2
2022/11/17,boston, 20, , 24, 9, , 2
2022/11/18,boston, 24, , 23, 12, , 3
2022/11/19,boston, 27, , 21, 12, , 3
2022/11/20,boston, 45, , 25, 8, , 3
2022/11/21,boston, 33, , 24, 12, , 2
2022/11/22,boston, 17, , 24, 19, , 4
2022/11/23,boston, 41, , 27, 16, , 3
2022/11/24,boston, 54, , 25, 14, , 4
2022/11/25,boston, 34, , 26, 11, , 3
2022/11/26,boston, 34, , 24, 7, , 2
2022/11/27,boston, 14, , 31, 11, , 3
2022/11/28,boston, 28, , 23, 8, , 2
2022/11/29,boston, 11, , 17, 13, , 2
2022/11/30,boston, 20, , 28, 12, , 2
2022/12/1,boston, 22, , 21, 7, , 2
2022/12/2,boston, 17, , 20, 16, , 4
2022/12/3,boston, 25, , 28, 9, , 3
2022/12/4,boston, 26, , 26, 9, , 3
2022/12/5,boston, 22, , 22, 21, , 5
2022/12/6,boston, 36, , 22, 18, , 8
2022/12/7,boston, 29, , 25, 10, , 3
2022/12/8,boston, 24, , 26, 9, , 2
2022/12/9,boston, 15, , 21, 13, , 2
2022/12/10,boston, 17, , 22, 7, , 2
2022/12/11,boston, 22, , 22, 7, , 2
2022/12/12,boston, 29, , 23, 15, , 2
2022/12/13,boston, 29, , 27, 15, , 3
2022/12/14,boston, 24, , 25, 12, , 2
2022/12/15,boston, 34, , 27, 11, , 2
2022/12/16,boston, 19, , 27, 6, , 1
2022/12/17,boston, 29, , 23, 7, , 2
2022/12/18,boston, 12, , 17, 7, , 2
2022/12/19,boston, 25, 8, 16, 9, , 3
2022/12/20,boston, 21, 8, 18, 10, , 2
2022/12/21,boston, 18, 14, 12, 22, , 5
2022/12/22,boston, 31, 21, 28, 17, , 6
2022/12/23,boston, 39, 18, 31, 4, , 2
2022/12/24,boston, 39, 29, 20, 7, , 3
2022/12/25,boston, 36, 19, 23, 9, , 3
2022/12/26,boston, 38, 18, 24, 15, , 4
2022/12/27,boston, 33, 23, 21, 19, , 4
2022/12/28,boston, 42, 25, 17, 24, , 5
2022/12/29,boston, 58, 26, 21, 25, , 5
2022/12/30,boston, 62, 34, 28, 22, , 5
2022/12/31,boston, 68, 13, 23, 12, , 3
2023/1/1,boston, 46, 6, 23, 4, , 2
2023/1/2,boston, 16, 12, 19, 17, , 5
2022/7/2,boston, 45, , 39, 4, 1, 1
2022/7/3,boston, 30, , 29, 5, 1, 2
2022/7/4,boston, 29, , 25, 6, 1, 2
2022/7/5,boston, 35, , 32, 11, 1, 2
2022/7/6,boston, 41, , 30, 6, 1, 2
2022/7/7,boston, 24, , 30, 9, 1, 2
2022/7/8,boston, 29, , 38, 8, 1, 3
2022/7/9,boston, 27, , 24, 7, 1, 2
2022/7/10,boston, 31, , 33, 4, 1, 2
2022/7/11,boston, 22, , 43, 7, 1, 2
2022/7/12,boston, 30, , 41, 6, 1, 2
2022/7/13,boston, 30, , 41, 7, 1, 1
2022/7/14,boston, 32, , 45, 14, 1, 1
2022/7/15,boston, 41, , 36, 9, 1, 1
2022/7/16,boston, 32, , 39, 5, 1, 2
2022/7/17,boston, 31, , 49, 4, 1, 3
2022/7/18,boston, 41, , 33, 7, 1, 2
2022/7/19,boston, 35, , 37, 5, 1, 2
2022/7/20,boston, 30, , 51, 11, 1, 3
2022/7/21,boston, 49, , 44, 6, 1, 3
2022/7/22,boston, 52, , 50, 8, 1, 2
2022/7/23,boston, 46, , 49, 7, 1, 2
2022/7/24,boston, 45, , 64, 4, 1, 2
2022/7/25,boston, 48, , 39, 5, 1, 2
2022/7/26,boston, 47, , 32, 9, 1, 2
2022/7/27,boston, 20, , 36, 13, 1, 2
2022/7/28,boston, 23, , 45, 10, 1, 3
2022/7/29,boston, 37, , 50, 8, 1, 2
2022/7/30,boston, 35, , 29, 6, 1, 2
2022/7/31,boston, 24, , 30, 5, 1, 2
2022/8/1,boston, 22, , 43, 8, 1, 2
2022/8/2,boston, 22, , 45, 8, 1, 3
2022/8/3,boston, 33, , 32, 7, 1, 1
2022/8/4,boston, 26, , 57, 9, 1, 2
2022/8/5,boston, 38, , 43, 10, 1, 3
2022/8/6,boston, 38, , 52, 6, 1, 3
2022/8/7,boston, 37, , 37, 3, 1, 1
2022/8/8,boston, 25, , 42, 5, 1, 2
2022/8/9,boston, 28, , 38, 7, 1, 2
2022/8/10,boston, 32, , 19, 4, 1, 1
2022/8/11,boston, 23, , 27, 7, 1, 2
2022/8/12,boston, 30, , 25, 9, 1, 1
2022/8/13,boston, 24, , 20, 4, 1, 1
2022/8/14,boston, 21, , 29, 7, 1, 3
2022/8/15,boston, 22, , 40, 9, 1, 2
2022/8/16,boston, 26, , 29, 7, 1, 1
2022/8/17,boston, 25, , 24, 6, 1, 1
2022/8/18,boston, 34, , 27, 6, 1, 2
2022/8/19,boston, 27, , 44, 10, 1, 2
2022/8/20,boston, 38, , 61, 10, 1, 3
2022/8/21,boston, 50, , 40, 5, 1, 2
2022/8/22,boston, 37, , 27, 6, 1, 1
2022/8/23,boston, 31, , 23, 8, 1, 1
2022/8/24,boston, 16, , 34, 15, 1, 3
2022/8/25,boston, 24, , 41, 11, 1, 3
2022/8/26,boston, 33, , 46, 13, 1, 3
2022/8/27,boston, 39, , 27, 5, 1, 2
2022/8/28,boston, 33, , 25, 2, 1, 2
2022/8/29,boston, 25, , 40, 6, 1, 2
2022/8/30,boston, 33, , 37, 5, 1, 2
2022/8/31,boston, 30, , 32, 8, 1, 2
2022/9/1,boston, 21, , 27, 8, 1, 2
2022/9/2,boston, 23, , 26, 5, 1, 2
2022/9/3,boston, 15, , 33, 6, 1, 3
2022/9/4,boston, 20, , 41, 4, 1, 3
2022/9/5,boston, 20, , 19, 8, 1, 3
2022/9/6,boston, 21, , 19, 9, 1, 4
2022/9/7,boston, 20, , 20, 5, 1, 2
2022/9/8,boston, 19, , 23, 8, 1, 
2022/9/9,boston, 19, , 24, 15, 1, 3
2022/9/10,boston, 30, , 26, 10, 1, 3
2022/9/11,boston, 41, , 30, 9, 1, 4
2022/9/12,boston, 41, , 27, 11, 1, 3
2022/9/13,boston, 20, , 27, 7, 1, 3
2022/9/14,boston, 20, , 28, 7, 1, 2
2022/9/15,boston, 26, , 20, 9, 1, 2
2022/9/16,boston, 21, , 25, 10, 1, 2
2022/9/17,boston, 15, , 26, 5, 1, 3
2022/9/18,boston, 18, , 44, 4, 1, 3
2022/9/19,boston, 36, , 21, 8, 1, 3
2022/9/20,boston, 35, , 16, 7, 1, 54
2022/9/21,boston, 19, , 20, 9, 1, 49
2022/9/22,boston, 21, , 27, 10, 1, 3
2022/9/23,boston, 23, , 20, 6, , 1
2022/9/24,boston, 9, , 22, 7, , 2
2022/9/25,boston, 15, , 32, 6, , 3
2022/9/26,boston, 25, , 32, 7, 1, 3
2022/9/27,boston, 25, , 32, 10, , 3
2022/9/28,boston, 25, , 20, 8, , 2
2022/9/29,boston, 17, , 16, 8, 1, 3
2022/9/30,boston, 20, , 19, 10, , 4
2022/10/1,boston, 23, , 18, 14, 1, 5
2022/4/2,boston, 21, , 32, 8, , 3
2022/4/3,boston, 14, , 34, 12, 1, 3
2022/4/4,boston, 27, , 31, 11, , 2
2022/4/5,boston, 20, , 32, 15, 1, 3
2022/4/6,boston, 22, , 28, 12, , 2
2022/4/7,boston, 29, , 33, 11, , 1
2022/4/8,boston, 35, , 30, 12, 1, 3
2022/4/9,boston, 23, , 33, 12, 1, 3
2022/4/10,boston, 28, , 25, 7, , 2
2022/4/11,boston, 15, , 30, 9, , 2
2022/4/12,boston, 12, , 31, 14, 1, 3
2022/4/13,boston, 26, , 39, 16, 1, 3
2022/4/14,boston, 26, , 32, 8, , 2
2022/4/15,boston, 32, , 40, 12, 1, 3
2022/4/16,boston, 23, , 41, 5, 1, 2
2022/4/17,boston, 24, , 26, 6, , 2
2022/4/18,boston, 11, , 25, 6, 1, 1
2022/4/19,boston, 15, , 27, 4, 1, 2
2022/4/20,boston, 24, , 31, 7, , 2
2022/4/21,boston, 13, , 39, 7, , 2
2022/4/22,boston, 20, , 37, 9, , 2
2022/4/23,boston, 19, , 40, 13, 1, 2
2022/4/24,boston, 21, , 37, 5, , 1
2022/4/25,boston, 20, , 33, 12, 1, 2
2022/4/26,boston, 28, , 29, 12, 1, 3
2022/4/27,boston, 30, , 27, 9, , 2
2022/4/28,boston, 18, , 36, 7, , 2
2022/4/29,boston, 13, , 36, 9, , 2
2022/4/30,boston, 16, , 34, 8, , 2
2022/5/1,boston, 18, , 39, 9, 1, 3
2022/5/2,boston, 24, , 28, 8, 1, 2
2022/5/3,boston, 28, , 25, 6, 1, 1
2022/5/4,boston, 17, , 18, 13, 1, 2
2022/5/5,boston, 29, , 39, 12, 1, 2
2022/5/6,boston, 22, , 37, 12, 1, 2
2022/5/7,boston, 26, , 36, 3, 1, 1
2022/5/8,boston, 31, , 37, 3, 1, 1
2022/5/9,boston, 23, , 42, 5, , 1
2022/5/10,boston, 29, , 41, 6, 1, 1
2022/5/11,boston, 31, , 35, 7, 1, 1
2022/5/12,boston, 36, , 26, 12, 1, 1
2022/5/13,boston, 21, , 19, 11, 1, 1
2022/5/14,boston, 32, , 30, 3, , 2
2022/5/15,boston, 20, , 34, 2, , 1
2022/5/16,boston, 16, , 36, 5, 1, 1
2022/5/17,boston, 29, , 36, 4, 1, 1
2022/5/18,boston, 20, , 42, 10, 1, 2
2022/5/19,boston, 25, , 33, 14, 1, 2
2022/5/20,boston, 27, , 38, 8, 1, 1
2022/5/21,boston, 30, , 29, 20, 1, 2
2022/5/22,boston, 46, , 40, 7, 1, 2
2022/5/23,boston, 52, , 27, 6, 1, 1
2022/5/24,boston, 19, , 23, 3, 1, 1
2022/5/25,boston, 19, , 26, 6, 1, 1
2022/5/26,boston, 19, , 33, 7, 1, 2
2022/5/27,boston, 20, , 25, 4, 1, 2
2022/5/28,boston, 25, , 23, 3, 1, 2
2022/5/29,boston, 22, , 31, 4, 1, 1
2022/5/30,boston, 20, , 54, 4, 1, 2
2022/5/31,boston, 35, , 35, 5, 1, 1
2022/6/1,boston, 36, , 16, 7, 1, 1
2022/6/2,boston, 22, , 18, 8, 1, 1
2022/6/3,boston, 21, , 22, 8, 1, 
2022/6/4,boston, 22, , 28, 4, 1, 1
2022/6/5,boston, 23, , 31, 5, 1, 2
2022/6/6,boston, 15, , 42, 12, 1, 2
2022/6/7,boston, 26, , 40, 7, 1, 2
2022/6/8,boston, 22, , 36, 8, 14, 2
2022/6/9,boston, 23, , 35, 12, 1, 2
2022/6/10,boston, 30, , 31, 7, 1, 2
2022/6/11,boston, 20, , 34, 6, 1, 2
2022/6/12,boston, 21, , 44, 3, 1, 2
2022/6/13,boston, 33, , 37, 9, 1, 2
2022/6/14,boston, 28, , 29, 9, 1, 1
2022/6/15,boston, 24, , 28, 5, 1, 1
2022/6/16,boston, 17, , 28, 7, 1, 2
2022/6/17,boston, 23, , 37, 6, 1, 2
2022/6/18,boston, 31, , 30, 2, 1, 1
2022/6/19,boston, 12, , 21, 4, 1, 1
2022/6/20,boston, 20, , 29, 8, 1, 2
2022/6/21,boston, 24, , 31, 9, 1, 1
2022/6/22,boston, 26, , 22, 3, 1, 
2022/6/23,boston, 26, , 26, 7, 1, 1
2022/6/24,boston, 30, , 41, 11, 1, 2
2022/6/25,boston, 31, , 36, 8, 1, 3
2022/6/26,boston, 40, , 53, 5, 1, 3
2022/6/27,boston, 53, , 29, 6, 1, 1
2022/6/28,boston, 25, , 36, 9, 1, 1
2022/6/29,boston, 24, , 39, 11, 1, 2
2022/6/30,boston, 26, , 32, 10, 1, 2
2022/7/1,boston, 26, , 58, 9, 1, 2
2022/1/4,boston, 18, , 22, 16, 1, 3
2022/1/5,boston, 22, , 16, 18, 1, 4
2022/1/6,boston, 31, , 19, 13, 1, 4
2022/1/7,boston, 48, , 21, 14, 1, 3
2022/1/8,boston, 45, , 24, 17, 1, 4
2022/1/9,boston, 49, , 30, 11, 1, 3
2022/1/10,boston, 36, , 26, 9, , 3
2022/1/11,boston, 23, , 25, 11, , 3
2022/1/12,boston, 53, , 25, 19, 1, 4
2022/1/13,boston, 50, , 14, 27, 1, 6
2022/1/14,boston, 62, , 28, 17, 1, 4
2022/1/15,boston, 51, , 26, 7, 1, 2
2022/1/16,boston, 26, , 25, 19, 1, 3
2022/1/17,boston, 31, , 32, 5, 1, 2
2022/1/18,boston, 37, , 26, 10, 1, 2
2022/1/19,boston, 19, , 28, 14, 1, 3
2022/1/20,boston, 29, , 27, 16, 1, 3
